name,street,post_code,city,longitude,latitude,humidity_avg,pressure_avg,temperature_avg,pm10_avg,pm25_avg,timestamp
SZKOŁA PODSTAWOWA IM. 16. PUŁKU UŁANÓW WIELKOPOLSKICH W GRUPIE,SZKOLNA,86-134,GRUPA,18.643229,53.506348,81.79666666666667,1013.1366666666667,9.39,6.260000000000001,3.64,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW WIELKOPOLSKICH W BUDZYNIU,ROGOZIŃSKA,64-840,BUDZYŃ,16.983885,52.8847,80.08666666666666,1010.2233333333334,6.8500000000000005,18.636666666666667,10.573333333333332,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W SWORNEGACIACH,SZKOLNA,89-608,SWORNEGACIE,17.503073,53.86227,74.60000000000001,1004.5,9.6,4.366666666666667,2.3733333333333335,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. JANA KOCHANOWSKIEGO W CHĘCINACH,KIELECKA,26-260,CHĘCINY,20.466774779539026,50.80116921655686,68.64166666666667,989.6416666666668,7.616666666666667,42.71666666666667,34.583333333333336,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. JULIUSZA LIGONIA W STRZEBINIU,LOMPY,42-288,STRZEBIŃ,18.902967,50.61693,94.56,981.5666666666666,19.86,20.8,11.566666666666668,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W RASZÓWCE,1 MAJA,59-307,RASZÓWKA,16.18346,51.30514,99.90000000000002,1012.7333333333332,9.766666666666666,21.066666666666666,11.553333333333335,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W MUNINIE,3-GO MAJA,37-514,MUNINA,22.725977,49.997936,61.96666666666667,996.9333333333334,7.766666666666667,19.566666666666666,10.613333333333333,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. ALEKSANDRA FREDRY W SUROCHOWIE,SUROCHÓW,37-500,SUROCHÓW,22.7635,50.02385,81.96666666666667,997.7433333333333,7.976666666666667,14.756666666666666,8.56,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. LOTNIKÓW ALIANCKICH W IŁOWEJ,PIASKOWA,68-120,IŁOWA,15.20461,51.50227,68.23666666666666,1011.2333333333332,10.229999999999999,3.896666666666667,1.8066666666666666,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BOŻEJOWICACH,BOŻEJOWICE,59-700,BOŻEJOWICE,15.541525,51.244331,5.0,998.3666666666667,9.133333333333333,5.3999999999999995,3.2733333333333334,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BRZEŹNIKU,BRZEŹNIK,59-700,BRZEŹNIK,15.467881,51.243537,99.90000000000002,1000.3333333333334,9.133333333333333,10.433333333333334,5.72,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W DĄBROWIE BOLESŁAWIECKIEJ,DĄBROWA BOLESŁAWIECKA,59-700,DĄBROWA BOLESŁAWIECKA,15.57337,51.325929,69.14,1010.4233333333333,10.353333333333333,4.1866666666666665,2.4,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W KRAŚNIKU DOLNYM,KRAŚNIK DOLNY,59-700,KRAŚNIK DOLNY,15.607869,51.307800,69.14,1010.4233333333333,10.353333333333333,4.233333333333333,2.4,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W KRUSZYNIE,KASZTANOWA,59-700,KRUSZYN,15.619282,51.260563,73.22333333333334,1010.75,10.049999999999999,4.38,2.0866666666666664,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W OCICACH,OCICE,59-730,OCICE,15.492642,51.201123,34.0,996.5666666666666,9.966666666666667,16.23333333333333,9.693333333333333,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W TRZEBIENIU,LEŚNA,59-700,TRZEBIEŃ,15.599295,51.390285,76.87666666666667,1013.1466666666666,9.443333333333333,9.056666666666667,4.933333333333333,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ŻELISZOWIE,ŻELISZÓW,59-700,ŻELISZÓW,15.636493,51.188462,36.63333333333333,995.6333333333333,9.9,10.799999999999999,7.316666666666666,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. MARII SKŁODOWSKIEJ-CURIE W KAWĘCZYNIE,KAWĘCZYN,62-704,KAWĘCZYN,18.53126,51.90873,73.97,1006.4533333333334,9.313333333333333,10.0,5.896666666666666,2023-10-16 20:37:21
